timestamp(s),base_x,base_y,base_z,robot_x_dir_x,robot_x_dir_y,robot_x_dir_z,FL_x,FL_y,FR_x,FR_y,RL_x,RL_y,RR_x,RR_y,FL_contact,FR_contact,RL_contact,RR_contact
0.201,0.0066,-0.0044,0.3249,0.9994,0.0252,-0.0256,0.0409,0.0862,0.2193,-0.1488,-0.3432,0.1292,-0.3375,-0.0776,1,1,1,1
0.2161,0.0158,-0.0048,0.3232,0.9995,0.0246,-0.0192,0.0417,0.0861,0.2199,-0.1488,-0.3424,0.1292,-0.3206,-0.0806,1,1,1,0
0.2348,0.025,-0.0052,0.3215,0.9996,0.0243,-0.015,0.0425,0.0861,0.2205,-0.1489,-0.3417,0.1292,-0.2867,-0.0862,1,1,1,0
0.2517,0.0343,-0.0054,0.3196,0.9996,0.0242,-0.0138,0.0478,0.0855,0.221,-0.1489,-0.3409,0.1292,-0.2459,-0.0934,1,1,1,0
0.2701,0.0436,-0.0054,0.3175,0.9996,0.024,-0.0143,0.0786,0.084,0.2216,-0.1489,-0.34,0.1292,-0.2083,-0.1023,1,1,1,0
0.2861,0.053,-0.0051,0.3151,0.9996,0.0231,-0.0155,0.121,0.0841,0.2222,-0.1489,-0.3392,0.1293,-0.1802,-0.1118,0,1,1,0
0.3105,0.0627,-0.0044,0.3127,0.9996,0.0223,-0.0184,0.1961,0.0831,0.2228,-0.1488,-0.3383,0.1294,-0.1624,-0.1167,0,1,1,0
0.3309,0.0728,-0.0033,0.3105,0.9995,0.022,-0.0236,0.2664,0.0779,0.2234,-0.1487,-0.3373,0.1295,-0.1502,-0.1145,0,1,1,0
0.3466,0.0832,-0.0018,0.3082,0.9993,0.0225,-0.0309,0.2861,0.0746,0.2242,-0.1485,-0.3363,0.1296,-0.1396,-0.1065,1,1,1,0
0.3641,0.0934,-0.0001,0.3061,0.9991,0.0233,-0.036,0.2867,0.0747,0.2249,-0.1484,-0.3353,0.1297,-0.1311,-0.097,1,1,1,0
0.3869,0.1034,0.0013,0.3041,0.9991,0.0242,-0.0353,0.2874,0.0749,0.2257,-0.1483,-0.3343,0.1297,-0.1238,-0.0874,1,1,1,0
0.4063,0.113,0.0023,0.3019,0.9992,0.0247,-0.0307,0.2882,0.0749,0.2265,-0.1482,-0.3335,0.1298,-0.1219,-0.0851,1,1,1,1
0.4212,0.1221,0.0031,0.3002,0.9993,0.025,-0.0284,0.2889,0.075,0.2273,-0.1481,-0.3248,0.1302,-0.1212,-0.0851,1,1,1,1
0.4334,0.1309,0.0039,0.2987,0.9993,0.0253,-0.0283,0.2895,0.075,0.2342,-0.1538,-0.2997,0.1332,-0.1205,-0.085,1,0,1,1
0.4524,0.1394,0.0045,0.2974,0.9992,0.0256,-0.0294,0.2902,0.0751,0.2605,-0.1672,-0.2597,0.1421,-0.1198,-0.085,1,0,0,1
0.4713,0.1479,0.0051,0.2961,0.9992,0.0253,-0.0295,0.2909,0.0751,0.3044,-0.1834,-0.2122,0.1538,-0.1191,-0.0849,1,0,0,1
0.489,0.1566,0.0056,0.2949,0.9993,0.0245,-0.028,0.2917,0.0751,0.3575,-0.195,-0.1672,0.1633,-0.1184,-0.0849,1,0,0,1
0.505,0.1656,0.006,0.2938,0.9994,0.0235,-0.0251,0.2925,0.0751,0.4105,-0.1977,-0.1275,0.1696,-0.1176,-0.0848,1,0,0,1
0.5208,0.1748,0.0063,0.2929,0.9995,0.0229,-0.0214,0.2934,0.0751,0.4573,-0.1929,-0.0917,0.1738,-0.1168,-0.0848,1,0,0,1
0.5382,0.1842,0.0063,0.2921,0.9996,0.0228,-0.0184,0.2943,0.075,0.4961,-0.1847,-0.0578,0.1764,-0.116,-0.0848,1,0,0,1
0.5576,0.1938,0.006,0.2913,0.9996,0.023,-0.0171,0.2951,0.075,0.5279,-0.1762,-0.026,0.177,-0.1152,-0.0848,1,0,0,1
0.5757,0.2037,0.0056,0.2903,0.9996,0.0236,-0.0182,0.296,0.0749,0.5533,-0.1687,0.0015,0.1759,-0.1143,-0.0849,1,0,0,1
0.5952,0.2139,0.0048,0.2889,0.9995,0.0244,-0.0218,0.2969,0.0748,0.5727,-0.1624,0.0237,0.1737,-0.1134,-0.0849,1,0,0,1
0.6141,0.2242,0.0039,0.2875,0.9993,0.0249,-0.0269,0.2978,0.0748,0.5757,-0.1619,0.041,0.1713,-0.1124,-0.085,1,1,0,1
0.6283,0.2341,0.0034,0.2868,0.9993,0.0251,-0.0293,0.2987,0.0747,0.5758,-0.162,0.0539,0.1684,-0.1115,-0.085,1,1,0,1
0.6435,0.2438,0.0032,0.2866,0.9993,0.025,-0.0287,0.2996,0.0747,0.5761,-0.162,0.0653,0.1652,-0.1107,-0.085,1,1,0,1
0.6636,0.2532,0.0034,0.2867,0.9993,0.0246,-0.0264,0.3005,0.0746,0.5764,-0.162,0.077,0.1625,-0.1098,-0.085,1,1,0,1
0.6799,0.2626,0.0038,0.287,0.9994,0.0241,-0.0231,0.3014,0.0746,0.5769,-0.162,0.0893,0.1601,-0.109,-0.0849,1,1,0,1
0.6955,0.272,0.0044,0.2874,0.9995,0.0234,-0.0194,0.3023,0.0746,0.5774,-0.162,0.1022,0.1575,-0.1081,-0.0849,1,1,0,1
0.7144,0.2815,0.005,0.2877,0.9996,0.0224,-0.0153,0.3032,0.0746,0.5779,-0.1619,0.1156,0.1541,-0.1072,-0.0848,1,1,0,1
0.7322,0.2912,0.0057,0.288,0.9997,0.021,-0.0108,0.3041,0.0746,0.5785,-0.162,0.1294,0.1493,-0.1064,-0.0847,1,1,0,1
0.751,0.3011,0.0063,0.2883,0.9998,0.019,-0.0054,0.3051,0.0746,0.5791,-0.162,0.1436,0.1426,-0.1055,-0.0846,1,1,0,1
0.7646,0.3112,0.0069,0.2882,0.9999,0.017,0.0019,0.3061,0.0746,0.5798,-0.162,0.1507,0.139,-0.1046,-0.0846,1,1,1,1
0.786,0.3212,0.0072,0.2886,0.9998,0.0161,0.0071,0.3071,0.0745,0.5805,-0.162,0.1514,0.139,-0.0977,-0.0814,1,1,1,1
0.8051,0.3311,0.0071,0.2894,0.9998,0.0156,0.0111,0.308,0.0744,0.5812,-0.1621,0.1522,0.139,-0.0786,-0.0766,1,1,1,1
0.8274,0.341,0.0066,0.2904,0.9998,0.0155,0.0143,0.309,0.0743,0.5819,-0.1621,0.153,0.139,-0.0494,-0.074,1,1,1,1
0.8509,0.3506,0.0061,0.2911,0.9998,0.0157,0.0151,0.3181,0.078,0.5827,-0.1622,0.1539,0.1389,-0.0136,-0.0751,1,1,1,0
0.8695,0.36,0.0057,0.2912,0.9998,0.0158,0.0148,0.3558,0.0861,0.5833,-0.1622,0.1547,0.1389,0.0309,-0.08,1,1,1,0
0.8869,0.3693,0.0053,0.291,0.9998,0.0157,0.0146,0.4162,0.0978,0.584,-0.1623,0.1554,0.1389,0.0723,-0.0845,0,1,1,0
0.9034,0.3788,0.005,0.2909,0.9998,0.0153,0.0149,0.4908,0.109,0.5846,-0.1623,0.1563,0.1389,0.1044,-0.0862,0,1,1,0
0.9214,0.3884,0.0048,0.2909,0.9998,0.0146,0.0156,0.5589,0.1134,0.5854,-0.1623,0.1571,0.1388,0.1281,-0.0854,0,1,1,0
0.9395,0.3981,0.0048,0.2909,0.9998,0.014,0.016,0.6125,0.1107,0.5861,-0.1623,0.158,0.1388,0.1468,-0.0838,0,1,1,0
0.953,0.4079,0.0051,0.2909,0.9998,0.0134,0.0148,0.6524,0.1034,0.5869,-0.1623,0.1589,0.1389,0.1637,-0.0829,0,1,1,0
0.9638,0.4181,0.0057,0.2907,0.9999,0.0129,0.011,0.6811,0.0944,0.5877,-0.1622,0.1598,0.1389,0.1801,-0.0828,0,1,1,0
0.9774,0.4285,0.0065,0.2903,0.9999,0.0127,0.0042,0.6966,0.0888,0.5886,-0.1621,0.1608,0.1389,0.196,-0.0831,1,1,1,0
0.9994,0.4389,0.0075,0.2901,0.9999,0.0128,-0.0029,0.6971,0.0889,0.5894,-0.162,0.1618,0.139,0.2099,-0.084,1,1,1,0
1.0157,0.4492,0.0084,0.2904,0.9999,0.0128,-0.0082,0.6978,0.089,0.5903,-0.1619,0.1628,0.139,0.2212,-0.0844,1,1,1,0
1.0392,0.4594,0.0092,0.291,0.9998,0.0126,-0.0119,0.6984,0.089,0.5912,-0.1618,0.1638,0.1391,0.2312,-0.0836,1,1,1,0
1.0594,0.4696,0.0099,0.2918,0.9998,0.0124,-0.0146,0.6992,0.089,0.5921,-0.1618,0.1648,0.1391,0.2409,-0.0814,1,1,1,0
1.0787,0.4798,0.0103,0.2927,0.9998,0.0121,-0.0165,0.7,0.089,0.593,-0.1617,0.1658,0.1391,0.2508,-0.0779,1,1,1,0
1.0974,0.49,0.0105,0.2935,0.9998,0.0118,-0.0177,0.7008,0.089,0.5939,-0.1617,0.1668,0.1391,0.2609,-0.0733,1,1,1,0
1.1195,0.5003,0.0106,0.2942,0.9998,0.0115,-0.0182,0.7017,0.0889,0.5949,-0.1617,0.1678,0.1391,0.2712,-0.0684,1,1,1,0
1.139,0.5105,0.0104,0.2947,0.9998,0.0112,-0.0182,0.7026,0.0889,0.5958,-0.1617,0.1687,0.1391,0.2815,-0.0637,1,1,1,0
1.1584,0.5208,0.0101,0.295,0.9998,0.0108,-0.0176,0.7035,0.0888,0.5967,-0.1618,0.1697,0.139,0.2867,-0.0617,1,1,1,1
1.1817,0.5309,0.0097,0.2953,0.9998,0.0104,-0.0187,0.7044,0.0887,0.5976,-0.1618,0.1707,0.139,0.2876,-0.0617,1,1,1,1
1.2006,0.5409,0.0094,0.2956,0.9997,0.0102,-0.0202,0.7052,0.0886,0.5985,-0.1618,0.1717,0.1389,0.2886,-0.0617,1,1,1,1
1.2185,0.5507,0.0092,0.2957,0.9997,0.0104,-0.02,0.7061,0.0886,0.5994,-0.1617,0.1821,0.1443,0.2894,-0.0617,1,1,0,1
1.2417,0.5602,0.0093,0.2955,0.9998,0.0102,-0.0196,0.707,0.0885,0.6039,-0.1646,0.2048,0.1558,0.2903,-0.0616,1,1,0,1
1.2603,0.5694,0.0094,0.295,0.9997,0.0092,-0.0212,0.7077,0.0885,0.6409,-0.179,0.2314,0.1708,0.2911,-0.0616,1,1,0,1
1.2794,0.5786,0.0094,0.2944,0.9997,0.0078,-0.023,0.7085,0.0885,0.7103,-0.196,0.259,0.1835,0.292,-0.0616,1,0,0,1
1.2993,0.5879,0.0091,0.2938,0.9997,0.0066,-0.0235,0.7094,0.0884,0.7901,-0.2025,0.2879,0.1915,0.2928,-0.0615,1,0,0,1
1.3193,0.5975,0.0085,0.2933,0.9997,0.0061,-0.0232,0.7102,0.0883,0.8604,-0.1974,0.3195,0.1957,0.2937,-0.0616,1,0,0,1
1.3396,0.6074,0.0074,0.2926,0.9997,0.0065,-0.023,0.7112,0.0882,0.9154,-0.1875,0.3546,0.1968,0.2945,-0.0617,1,0,0,1
1.3683,0.6177,0.0059,0.2916,0.9997,0.0077,-0.0249,0.7121,0.0881,0.957,-0.1783,0.3905,0.1943,0.2955,-0.0618,1,0,0,1
1.3827,0.6283,0.0039,0.29,0.9995,0.0094,-0.03,0.713,0.0879,0.9865,-0.1706,0.4225,0.1891,0.2964,-0.062,1,1,0,1
1.4034,0.639,0.0019,0.2883,0.9993,0.0106,-0.0371,0.7139,0.0878,0.9896,-0.1705,0.4475,0.1832,0.2974,-0.0621,1,1,0,1
1.4211,0.6491,0.0006,0.2875,0.9991,0.011,-0.0409,0.7148,0.0877,0.9896,-0.1706,0.4656,0.1771,0.2983,-0.0622,1,1,0,1
1.439,0.6587,-0.0002,0.2874,0.9991,0.0109,-0.0409,0.7157,0.0876,0.9898,-0.1706,0.4805,0.1717,0.2992,-0.0622,1,1,0,1
1.4591,0.668,-0.0003,0.2876,0.9992,0.0105,-0.0381,0.7166,0.0875,0.9902,-0.1706,0.4936,0.1674,0.3,-0.0622,1,1,0,1
1.4791,0.6772,-0.0002,0.2881,0.9994,0.0099,-0.0339,0.7175,0.0875,0.9907,-0.1706,0.5058,0.1637,0.3008,-0.0622,1,1,0,1
1.4977,0.6864,0.0002,0.2887,0.9995,0.009,-0.0292,0.7184,0.0874,0.9912,-0.1706,0.5176,0.1597,0.3016,-0.0621,1,1,0,1
1.5193,0.6959,0.0007,0.2894,0.9997,0.0079,-0.0241,0.7194,0.0874,0.9918,-0.1706,0.5297,0.1548,0.3025,-0.062,1,1,0,1
1.5381,0.7055,0.0012,0.2899,0.9998,0.0065,-0.0185,0.7203,0.0874,0.9924,-0.1707,0.5423,0.1488,0.3033,-0.062,1,1,0,1
1.5588,0.7153,0.0017,0.2904,0.9999,0.0046,-0.0119,0.7213,0.0874,0.993,-0.1707,0.5556,0.1415,0.3042,-0.0619,1,1,0,1
1.5785,0.7253,0.0022,0.2905,1.0,0.002,-0.0032,0.7223,0.0873,0.9937,-0.1707,0.5684,0.1339,0.3051,-0.0619,1,1,1,1
1.5977,0.7353,0.0025,0.2905,1.0,0.0001,0.0058,0.7233,0.0873,0.9944,-0.1708,0.5689,0.1339,0.3067,-0.0615,1,1,1,1
1.6185,0.7451,0.0023,0.291,0.9999,-0.001,0.012,0.7243,0.0872,0.9952,-0.1709,0.5696,0.1339,0.3228,-0.0593,1,1,1,1
1.6391,0.7547,0.0017,0.2918,0.9999,-0.0018,0.0161,0.7253,0.0871,0.9959,-0.171,0.5704,0.1339,0.3495,-0.0589,1,1,1,1
1.6591,0.7642,0.0011,0.2923,0.9998,-0.0021,0.0178,0.731,0.089,0.9966,-0.171,0.5711,0.1338,0.3886,-0.0627,1,1,1,0
1.6781,0.7734,0.0005,0.2923,0.9998,-0.002,0.0184,0.7622,0.0932,0.9972,-0.1711,0.5719,0.1338,0.4366,-0.0709,1,1,1,0
1.6955,0.7825,-0.0,0.292,0.9998,-0.0019,0.0189,0.8194,0.1005,0.9979,-0.1711,0.5726,0.1337,0.4815,-0.0787,1,1,1,0
1.7176,0.7918,-0.0005,0.2917,0.9998,-0.0019,0.0196,0.8928,0.1076,0.9985,-0.1712,0.5734,0.1337,0.5156,-0.0828,0,1,1,0
1.7393,0.8012,-0.001,0.2915,0.9998,-0.0023,0.0206,0.9642,0.1097,0.9992,-0.1712,0.5742,0.1336,0.5394,-0.0835,0,1,1,0
1.7594,0.8107,-0.0011,0.2914,0.9998,-0.0027,0.0209,1.0218,0.1056,1.0,-0.1712,0.575,0.1336,0.5575,-0.0826,0,1,1,0
1.778,0.8203,-0.0011,0.2913,0.9998,-0.0031,0.0198,1.0645,0.0977,1.0007,-0.1712,0.5759,0.1336,0.5736,-0.082,0,1,1,0
1.7993,0.8303,-0.0007,0.2911,0.9999,-0.0032,0.0163,1.0945,0.0886,1.0015,-0.1711,0.5768,0.1336,0.5896,-0.0821,0,1,1,0
1.8194,0.8406,-0.0001,0.2906,0.9999,-0.0031,0.0098,1.1123,0.0819,1.0023,-0.171,0.5777,0.1336,0.6054,-0.0828,1,1,1,0
1.8376,0.8509,0.0007,0.2903,1.0,-0.0027,0.0025,1.1128,0.082,1.0032,-0.1709,0.5787,0.1337,0.6196,-0.084,1,1,1,0
1.8579,0.8612,0.0015,0.2906,1.0,-0.0023,-0.003,1.1133,0.0821,1.004,-0.1708,0.5797,0.1337,0.6312,-0.0852,1,1,1,0
1.8786,0.8713,0.0022,0.2911,1.0,-0.0021,-0.0069,1.114,0.0821,1.0049,-0.1708,0.5807,0.1337,0.6415,-0.0855,1,1,1,0
1.8985,0.8814,0.0028,0.2919,1.0,-0.0021,-0.0097,1.1147,0.0822,1.0058,-0.1707,0.5817,0.1337,0.6515,-0.0848,1,1,1,0
1.9181,0.8915,0.0031,0.2927,0.9999,-0.0021,-0.0119,1.1155,0.0822,1.0068,-0.1707,0.5827,0.1337,0.6617,-0.0827,1,1,1,0
1.9382,0.9016,0.0033,0.2936,0.9999,-0.0021,-0.0135,1.1163,0.0821,1.0077,-0.1707,0.5836,0.1337,0.6722,-0.0796,1,1,1,0
1.9594,0.9118,0.0033,0.2943,0.9999,-0.0022,-0.0146,1.1172,0.0821,1.0086,-0.1707,0.5846,0.1337,0.683,-0.0758,1,1,1,0
1.9786,0.922,0.0032,0.2949,0.9999,-0.0023,-0.0153,1.118,0.082,1.0095,-0.1707,0.5856,0.1336,0.6938,-0.0718,1,1,1,0
1.9993,0.9323,0.0028,0.2954,0.9999,-0.0024,-0.0153,1.1189,0.0819,1.0104,-0.1707,0.5866,0.1336,0.7044,-0.0681,1,1,1,0
2.0179,0.9425,0.0024,0.2956,0.9999,-0.0025,-0.0153,1.1198,0.0818,1.0113,-0.1708,0.5876,0.1335,0.7075,-0.0673,1,1,1,1
2.0365,0.9527,0.0019,0.2959,0.9999,-0.0027,-0.017,1.1207,0.0817,1.0122,-0.1708,0.5886,0.1335,0.7084,-0.0673,1,1,1,1
2.0591,0.9626,0.0015,0.2961,0.9998,-0.0025,-0.0182,1.1215,0.0817,1.0132,-0.1708,0.5895,0.1334,0.7093,-0.0673,1,1,1,1
2.0791,0.9723,0.0014,0.2961,0.9998,-0.002,-0.0181,1.1224,0.0816,1.014,-0.1707,0.604,0.139,0.7102,-0.0673,1,1,0,1
2.0994,0.9817,0.0014,0.2959,0.9998,-0.0021,-0.0189,1.1232,0.0816,1.0257,-0.1783,0.6285,0.1518,0.7111,-0.0673,1,1,0,1
2.117,0.9908,0.0013,0.2953,0.9998,-0.0032,-0.0215,1.124,0.0816,1.0777,-0.1974,0.6558,0.1668,0.7119,-0.0673,1,0,0,1
2.1393,1.0,0.001,0.2947,0.9997,-0.0046,-0.0232,1.1248,0.0815,1.1575,-0.2127,0.6842,0.1783,0.7127,-0.0673,1,0,0,1
2.1586,1.0095,0.0004,0.294,0.9997,-0.0055,-0.0237,1.1256,0.0815,1.2368,-0.2146,0.7148,0.1854,0.7136,-0.0673,1,0,0,1
2.1772,1.0192,-0.0006,0.2934,0.9997,-0.0055,-0.0236,1.1265,0.0813,1.3018,-0.2069,0.7492,0.189,0.7145,-0.0673,1,0,0,1
2.1993,1.0293,-0.002,0.2925,0.9997,-0.0046,-0.0244,1.1274,0.0812,1.3515,-0.1972,0.7866,0.1889,0.7154,-0.0675,1,0,0,1
2.2178,1.0398,-0.004,0.2911,0.9996,-0.003,-0.0278,1.1283,0.081,1.3883,-0.1884,0.8226,0.1851,0.7163,-0.0676,1,0,0,1
2.2362,1.0506,-0.0062,0.2892,0.9994,-0.0015,-0.0348,1.1292,0.0809,1.4036,-0.1857,0.8527,0.1795,0.7173,-0.0678,1,1,0,1
2.2583,1.0609,-0.008,0.288,0.9992,-0.0007,-0.0402,1.1301,0.0807,1.4036,-0.1857,0.8745,0.1735,0.7182,-0.0679,1,1,0,1
2.278,1.0707,-0.0091,0.2876,0.9991,-0.0006,-0.0417,1.131,0.0806,1.4037,-0.1858,0.8913,0.1678,0.7191,-0.068,1,1,0,1
2.2991,1.0801,-0.0097,0.2877,0.9992,-0.0009,-0.04,1.132,0.0805,1.404,-0.1859,0.9056,0.1634,0.7199,-0.068,1,1,0,1
2.3176,1.0894,-0.0097,0.2881,0.9993,-0.0014,-0.0363,1.1329,0.0805,1.4045,-0.1859,0.9186,0.1599,0.7208,-0.068,1,1,0,1
2.3392,1.0986,-0.0095,0.2886,0.9995,-0.0021,-0.0317,1.1338,0.0804,1.405,-0.1859,0.931,0.1564,0.7216,-0.068,1,1,0,1
2.3592,1.1079,-0.0091,0.2892,0.9996,-0.0031,-0.0266,1.1347,0.0804,1.4055,-0.1859,0.9431,0.1521,0.7224,-0.0679,1,1,0,1
2.3783,1.1174,-0.0087,0.2898,0.9998,-0.0044,-0.0212,1.1357,0.0804,1.4061,-0.1859,0.9556,0.1467,0.7233,-0.0678,1,1,0,1
2.3985,1.1272,-0.0082,0.2903,0.9999,-0.0061,-0.0152,1.1366,0.0803,1.4067,-0.1859,0.9687,0.14,0.7241,-0.0678,1,1,0,1
2.4183,1.1371,-0.0078,0.2906,0.9999,-0.0084,-0.0079,1.1377,0.0803,1.4074,-0.186,0.9826,0.1318,0.725,-0.0677,1,1,0,1
2.4384,1.1472,-0.0075,0.2906,0.9999,-0.0106,0.0011,1.1387,0.0803,1.4081,-0.186,0.9882,0.1288,0.7259,-0.0677,1,1,1,1
2.4582,1.1571,-0.0075,0.2909,0.9999,-0.0118,0.0076,1.1397,0.0802,1.4088,-0.1861,0.9889,0.1288,0.7342,-0.0655,1,1,1,1
2.4792,1.1669,-0.008,0.2915,0.9998,-0.0127,0.0124,1.1407,0.0801,1.4095,-0.1862,0.9896,0.1287,0.7553,-0.0633,1,1,1,1
2.498,1.1765,-0.0087,0.2921,0.9998,-0.013,0.0154,1.1416,0.08,1.4103,-0.1862,0.9903,0.1287,0.7884,-0.0646,1,1,1,1
2.5156,1.1858,-0.0093,0.2922,0.9998,-0.0129,0.0158,1.1592,0.0823,1.4109,-0.1863,0.9911,0.1286,0.8268,-0.0701,1,1,1,0
2.5373,1.195,-0.0099,0.292,0.9998,-0.0127,0.0156,1.2023,0.0871,1.4115,-0.1863,0.9918,0.1286,0.8714,-0.079,1,1,1,0
2.5592,1.2042,-0.0105,0.2917,0.9998,-0.0127,0.0157,1.2628,0.0929,1.4122,-0.1864,0.9926,0.1285,0.911,-0.0867,0,1,1,0
2.5792,1.2135,-0.011,0.2914,0.9998,-0.0129,0.0161,1.3376,0.0973,1.4129,-0.1864,0.9933,0.1285,0.9408,-0.0909,0,1,1,0
2.5977,1.223,-0.0114,0.2912,0.9998,-0.0133,0.0167,1.4056,0.0957,1.4136,-0.1865,0.9942,0.1285,0.9625,-0.0919,0,1,1,0
2.6183,1.2326,-0.0116,0.291,0.9998,-0.0136,0.0166,1.4585,0.0888,1.4144,-0.1865,0.995,0.1284,0.9802,-0.0915,0,1,1,0
2.6384,1.2424,-0.0114,0.2908,0.9998,-0.0138,0.0146,1.497,0.0792,1.4151,-0.1864,0.9959,0.1284,0.9966,-0.0912,0,1,1,0
2.6586,1.2526,-0.011,0.2904,0.9999,-0.0138,0.0099,1.5235,0.0695,1.4159,-0.1864,0.9968,0.1284,1.0129,-0.0913,0,1,1,0
2.6793,1.263,-0.0104,0.2899,0.9999,-0.0134,0.0025,1.5321,0.0666,1.4168,-0.1863,0.9978,0.1285,1.0287,-0.0917,1,1,1,0
2.6988,1.2734,-0.0096,0.2898,0.9999,-0.0129,-0.0038,1.5326,0.0667,1.4176,-0.1862,0.9987,0.1285,1.0419,-0.0926,1,1,1,0
2.7181,1.2836,-0.0089,0.2901,0.9999,-0.0126,-0.0083,1.5333,0.0667,1.4185,-0.1861,0.9997,0.1285,1.0531,-0.0931,1,1,1,0
2.7379,1.2938,-0.0083,0.2908,0.9999,-0.0125,-0.0115,1.534,0.0667,1.4194,-0.1861,1.0007,0.1285,1.0631,-0.0925,1,1,1,0
2.7587,1.3039,-0.008,0.2916,0.9998,-0.0124,-0.0136,1.5347,0.0667,1.4204,-0.186,1.0017,0.1285,1.0728,-0.0906,1,1,1,0
2.778,1.314,-0.0078,0.2925,0.9998,-0.0125,-0.0151,1.5355,0.0667,1.4213,-0.186,1.0027,0.1285,1.0826,-0.0875,1,1,1,0
2.7984,1.3242,-0.0079,0.2933,0.9998,-0.0126,-0.0159,1.5364,0.0666,1.4222,-0.186,1.0037,0.1285,1.0928,-0.0835,1,1,1,0
2.8181,1.3344,-0.0081,0.294,0.9998,-0.0126,-0.0162,1.5372,0.0666,1.4231,-0.1861,1.0047,0.1284,1.103,-0.0792,1,1,1,0
2.8379,1.3447,-0.0085,0.2945,0.9998,-0.0127,-0.0159,1.5381,0.0665,1.424,-0.1861,1.0056,0.1283,1.1133,-0.0753,1,1,1,0
2.8569,1.3549,-0.0091,0.2949,0.9998,-0.0129,-0.0155,1.539,0.0664,1.4249,-0.1861,1.0066,0.1283,1.1165,-0.0744,1,1,1,1
2.8782,1.365,-0.0098,0.2953,0.9998,-0.013,-0.017,1.5399,0.0663,1.4258,-0.1862,1.0076,0.1282,1.1174,-0.0744,1,1,1,1
2.8986,1.3749,-0.0103,0.2956,0.9997,-0.0129,-0.0185,1.5407,0.0662,1.4267,-0.1862,1.0085,0.1281,1.1184,-0.0744,1,1,1,1
2.9157,1.3846,-0.0106,0.2957,0.9998,-0.0124,-0.0184,1.5416,0.0661,1.4276,-0.1862,1.0207,0.1334,1.1193,-0.0744,1,1,0,1
2.937,1.3941,-0.0107,0.2956,0.9998,-0.0124,-0.0186,1.5424,0.0661,1.4347,-0.1909,1.044,0.145,1.1201,-0.0744,1,1,0,1
2.9582,1.4033,-0.0108,0.2951,0.9997,-0.0133,-0.0207,1.5432,0.0661,1.4795,-0.208,1.0707,0.1593,1.121,-0.0744,1,1,0,1
2.9784,1.4125,-0.0112,0.2945,0.9996,-0.0144,-0.0225,1.544,0.066,1.5513,-0.2246,1.0984,0.1708,1.1218,-0.0744,1,0,0,1
2.998,1.4218,-0.0117,0.2939,0.9996,-0.0152,-0.0231,1.5448,0.0659,1.6301,-0.2298,1.1278,0.1775,1.1227,-0.0744,1,0,0,1
3.0182,1.4314,-0.0127,0.2933,0.9996,-0.0153,-0.0229,1.5457,0.0658,1.6981,-0.2242,1.1603,0.1806,1.1235,-0.0745,1,0,0,1
3.0385,1.4414,-0.0141,0.2926,0.9996,-0.0145,-0.0232,1.5466,0.0657,1.751,-0.215,1.1961,0.1803,1.1244,-0.0746,1,0,0,1
