timestamp(s),base_x,base_y,base_z,FL_x,FL_y,FL_z,FR_x,FR_y,FR_z,RL_x,RL_y,RL_z,RR_x,RR_y,RR_z,FL_contact,FR_contact,RL_contact,RR_contact
9.1238,4.3984,-0.1668,0.2879,4.4607,-0.0808,0.0227,4.7165,-0.3521,0.0238,4.2257,0.0111,0.0747,4.0346,-0.2103,0.0224,1,1,0,1
9.1426,4.4076,-0.1671,0.2883,4.4616,-0.0808,0.0226,4.717,-0.3522,0.0239,4.2388,0.0078,0.0702,4.0354,-0.2103,0.0223,1,1,0,1
9.1638,4.4168,-0.1672,0.2889,4.4625,-0.0809,0.0225,4.7175,-0.3522,0.0239,4.2512,0.0045,0.0668,4.0362,-0.2103,0.0222,1,1,0,1
9.1832,4.426,-0.1671,0.2896,4.4634,-0.081,0.0225,4.718,-0.3522,0.0238,4.2636,0.0007,0.0631,4.037,-0.2103,0.0222,1,1,0,1
9.2055,4.4354,-0.1669,0.2902,4.4644,-0.081,0.0224,4.7186,-0.3522,0.0238,4.2762,-0.0042,0.058,4.0379,-0.2103,0.0221,1,1,0,1
9.2233,4.445,-0.1667,0.2908,4.4653,-0.0811,0.0223,4.7192,-0.3522,0.0238,4.2893,-0.0104,0.0502,4.0387,-0.2103,0.022,1,1,0,1
9.2419,4.4547,-0.1665,0.2913,4.4663,-0.0811,0.0222,4.7199,-0.3523,0.0238,4.303,-0.018,0.0388,4.0396,-0.2102,0.0219,1,1,0,1
9.2627,4.4647,-0.1664,0.2914,4.4673,-0.0812,0.0221,4.7206,-0.3524,0.0238,4.3167,-0.0266,0.0233,4.0405,-0.2102,0.0218,1,1,1,1
9.2853,4.4746,-0.1665,0.2914,4.4683,-0.0813,0.0221,4.7213,-0.3524,0.0237,4.3172,-0.0265,0.0236,4.0414,-0.2102,0.0218,1,1,1,1
9.3018,4.4843,-0.167,0.2919,4.4693,-0.0814,0.022,4.722,-0.3525,0.0237,4.3179,-0.0266,0.0236,4.0576,-0.2089,0.0218,1,1,1,1
9.3228,4.4938,-0.1678,0.2927,4.4702,-0.0815,0.0219,4.7228,-0.3526,0.0237,4.3186,-0.0267,0.0236,4.0844,-0.2098,0.022,1,1,1,1
9.3429,4.5032,-0.1688,0.2932,4.4734,-0.0808,0.0218,4.7235,-0.3527,0.0236,4.3194,-0.0267,0.0236,4.1235,-0.2157,0.0227,1,1,1,0
9.3684,4.5123,-0.1697,0.2932,4.5028,-0.0782,0.022,4.7241,-0.3528,0.0236,4.3201,-0.0268,0.0235,4.1715,-0.2266,0.0274,1,1,1,0
9.3824,4.5214,-0.1705,0.2928,4.5596,-0.0731,0.0224,4.7248,-0.3529,0.0236,4.3208,-0.0269,0.0235,4.2167,-0.2373,0.039,1,1,1,0
9.4042,4.5306,-0.1713,0.2925,4.6336,-0.0683,0.0262,4.7254,-0.3529,0.0235,4.3215,-0.027,0.0235,4.2514,-0.2437,0.0531,0,1,1,0
9.4277,4.5399,-0.172,0.2923,4.7059,-0.0683,0.035,4.7262,-0.353,0.0235,4.3223,-0.027,0.0234,4.276,-0.2459,0.0638,0,1,1,0
9.4467,4.5494,-0.1725,0.2922,4.7642,-0.0741,0.0427,4.7269,-0.353,0.0234,4.3231,-0.0271,0.0234,4.2947,-0.246,0.0693,0,1,1,0
9.4661,4.559,-0.1727,0.292,4.8072,-0.0834,0.0437,4.7277,-0.353,0.0234,4.3239,-0.0271,0.0233,4.3112,-0.2459,0.0705,0,1,1,0
9.4859,4.569,-0.1727,0.2918,4.8375,-0.0936,0.0361,4.7285,-0.353,0.0234,4.3248,-0.0271,0.0233,4.3276,-0.2463,0.0692,0,1,1,0
9.5025,4.5793,-0.1724,0.2913,4.856,-0.1016,0.0238,4.7293,-0.3529,0.0233,4.3258,-0.0271,0.0232,4.3438,-0.247,0.0675,1,1,1,0
9.5239,4.5897,-0.1719,0.291,4.8566,-0.1015,0.0238,4.7301,-0.3528,0.0232,4.3268,-0.0272,0.0231,4.3582,-0.2481,0.0652,1,1,1,0
9.5432,4.5999,-0.1714,0.2912,4.8572,-0.1015,0.0238,4.731,-0.3527,0.0232,4.3277,-0.0272,0.023,4.3698,-0.2489,0.0612,1,1,1,0
9.5616,4.6101,-0.171,0.2918,4.8578,-0.1014,0.0238,4.7319,-0.3527,0.0231,4.3287,-0.0272,0.023,4.3798,-0.2488,0.0565,1,1,1,0
9.5868,4.6202,-0.1708,0.2926,4.8585,-0.1014,0.0237,4.7328,-0.3527,0.0231,4.3297,-0.0272,0.0229,4.3893,-0.2475,0.0514,1,1,1,0
9.6064,4.6303,-0.1708,0.2934,4.8593,-0.1015,0.0237,4.7338,-0.3527,0.023,4.3307,-0.0272,0.0228,4.399,-0.2449,0.0462,1,1,1,0
9.6262,4.6404,-0.171,0.2943,4.8601,-0.1015,0.0237,4.7347,-0.3527,0.0229,4.3316,-0.0273,0.0227,4.4089,-0.2414,0.0407,1,1,1,0
9.6412,4.6506,-0.1713,0.2951,4.861,-0.1016,0.0236,4.7356,-0.3527,0.0229,4.3326,-0.0274,0.0227,4.419,-0.2374,0.0349,1,1,1,0
9.6642,4.6608,-0.1719,0.2957,4.8618,-0.1017,0.0236,4.7365,-0.3528,0.0228,4.3336,-0.0274,0.0226,4.4292,-0.2336,0.0287,1,1,1,0
9.6829,4.671,-0.1726,0.296,4.8627,-0.1018,0.0235,4.7374,-0.3528,0.0227,4.3346,-0.0275,0.0225,4.4372,-0.231,0.0232,1,1,1,1
9.7018,4.6811,-0.1734,0.2964,4.8636,-0.1019,0.0235,4.7383,-0.3529,0.0226,4.3355,-0.0276,0.0224,4.4381,-0.2311,0.0233,1,1,1,1
9.7243,4.6912,-0.1742,0.2967,4.8644,-0.102,0.0234,4.7392,-0.3529,0.0226,4.3365,-0.0277,0.0223,4.439,-0.2311,0.0232,1,1,1,1
9.7445,4.701,-0.1748,0.2968,4.8653,-0.1021,0.0234,4.7401,-0.353,0.0225,4.344,-0.0229,0.0226,4.4399,-0.2311,0.0232,1,1,0,1
9.7646,4.7105,-0.175,0.2966,4.8661,-0.1022,0.0233,4.7416,-0.3535,0.0224,4.3645,-0.0132,0.0286,4.4408,-0.2312,0.0231,1,1,0,1
9.7839,4.7198,-0.1753,0.2962,4.8669,-0.1022,0.0233,4.7696,-0.3659,0.0226,4.3897,0.0001,0.0402,4.4416,-0.2311,0.023,1,1,0,1
9.805,4.7289,-0.1756,0.2956,4.8676,-0.1022,0.0232,4.8322,-0.3846,0.0258,4.4158,0.0119,0.0548,4.4425,-0.2311,0.023,1,0,0,1
9.8227,4.7381,-0.1762,0.295,4.8684,-0.1023,0.0232,4.9125,-0.3961,0.0351,4.443,0.0189,0.068,4.4433,-0.2312,0.0229,1,0,0,1
9.8436,4.7476,-0.1771,0.2945,4.8693,-0.1024,0.0231,4.9873,-0.3951,0.0478,4.4728,0.0218,0.0777,4.4441,-0.2312,0.0229,1,0,0,1
9.8643,4.7574,-0.1785,0.2938,4.8702,-0.1026,0.0231,5.0468,-0.3872,0.0545,4.5062,0.0214,0.0849,4.445,-0.2313,0.0228,1,0,0,1
9.8847,4.7667,-0.1805,0.2929,4.8709,-0.1027,0.0231,5.0872,-0.3787,0.0372,4.5392,0.0214,0.0826,4.4528,-0.214,0.0249,1,0,0,0
9.9048,4.7758,-0.1828,0.2911,4.8717,-0.1029,0.023,5.104,-0.3731,0.0239,4.5669,0.0162,0.0793,4.4537,-0.2141,0.0227,1,1,0,1
9.9226,4.7846,-0.1849,0.2901,4.8724,-0.103,0.0229,5.1041,-0.3732,0.0238,4.5877,0.0087,0.073,4.4544,-0.2143,0.0226,1,1,0,1
9.9434,4.7932,-0.1863,0.29,4.8732,-0.1032,0.0228,5.1043,-0.3733,0.0239,4.6059,-0.0007,0.0693,4.4552,-0.2144,0.0226,1,1,0,1
9.9639,4.8017,-0.187,0.2904,4.874,-0.1033,0.0228,5.1047,-0.3733,0.0238,4.6214,-0.0087,0.0683,4.456,-0.2145,0.0225,1,1,0,1
9.9835,4.8102,-0.1874,0.2912,4.8749,-0.1034,0.0227,5.1052,-0.3733,0.0238,4.6344,-0.0148,0.0683,4.4567,-0.2145,0.0224,1,1,0,1
10.0044,4.8189,-0.1876,0.2921,4.8757,-0.1034,0.0226,5.1057,-0.3733,0.0238,4.646,-0.0199,0.0682,4.4575,-0.2145,0.0224,1,1,0,1
10.0231,4.8278,-0.1876,0.2931,4.8766,-0.1035,0.0225,5.1063,-0.3733,0.0238,4.6574,-0.0246,0.0669,4.4583,-0.2144,0.0223,1,1,0,1
10.0405,4.8369,-0.1876,0.294,4.8775,-0.1036,0.0225,5.1069,-0.3734,0.0238,4.6694,-0.0294,0.0635,4.459,-0.2144,0.0222,1,1,0,1
10.064,4.8463,-0.1876,0.2948,4.8784,-0.1036,0.0224,5.1075,-0.3734,0.0237,4.6824,-0.0345,0.0572,4.4599,-0.2144,0.0222,1,1,0,1
10.0839,4.8558,-0.1875,0.2954,4.8793,-0.1037,0.0223,5.1082,-0.3734,0.0237,4.6962,-0.0402,0.0473,4.4607,-0.2143,0.0221,1,1,0,1
10.1042,4.8655,-0.1875,0.2956,4.8803,-0.1038,0.0222,5.1089,-0.3735,0.0237,4.7104,-0.0468,0.0332,4.4615,-0.2143,0.022,1,1,0,1
10.1229,4.8754,-0.1874,0.2955,4.8813,-0.1038,0.0222,5.1096,-0.3735,0.0237,4.7168,-0.0501,0.0236,4.4624,-0.2143,0.0219,1,1,1,1
10.1448,4.8851,-0.1876,0.2955,4.8822,-0.1039,0.0221,5.1103,-0.3736,0.0236,4.7174,-0.0501,0.0236,4.4689,-0.2143,0.0219,1,1,1,1
10.1628,4.8947,-0.1882,0.2959,4.8832,-0.104,0.022,5.111,-0.3737,0.0236,4.7181,-0.0502,0.0236,4.4913,-0.2166,0.022,1,1,1,1
10.1815,4.9041,-0.1889,0.2962,4.8841,-0.1041,0.0219,5.1117,-0.3738,0.0236,4.7188,-0.0502,0.0235,4.5262,-0.224,0.0232,1,1,1,0
10.2044,4.9133,-0.1896,0.2962,4.9051,-0.1006,0.022,5.1124,-0.3739,0.0235,4.7195,-0.0503,0.0235,4.5708,-0.2372,0.0285,1,1,1,0
10.2278,4.9225,-0.1903,0.2957,4.9578,-0.0936,0.0224,5.1131,-0.3739,0.0235,4.7202,-0.0503,0.0235,4.6146,-0.2518,0.041,0,1,1,0
10.2484,4.9318,-0.1908,0.2952,5.0328,-0.0863,0.0259,5.1137,-0.3739,0.0234,4.7209,-0.0504,0.0235,4.6496,-0.262,0.0565,0,1,1,0
10.2688,4.9412,-0.1913,0.2948,5.1062,-0.0847,0.0347,5.1145,-0.374,0.0234,4.7217,-0.0504,0.0234,4.675,-0.2666,0.0687,0,1,1,0
10.286,4.951,-0.1914,0.2945,5.1655,-0.0899,0.0418,5.1153,-0.374,0.0234,4.7225,-0.0504,0.0234,4.6947,-0.2677,0.0751,0,1,1,0
10.3022,4.961,-0.1912,0.2941,5.2096,-0.0994,0.0409,5.1161,-0.3739,0.0233,4.7234,-0.0504,0.0233,4.7121,-0.2677,0.0761,0,1,1,0
10.3242,4.9714,-0.1908,0.2935,5.2407,-0.1104,0.0299,5.1169,-0.3738,0.0233,4.7243,-0.0504,0.0232,4.7296,-0.2675,0.0741,0,1,1,0
10.3435,4.9821,-0.1901,0.2927,5.2515,-0.1142,0.0238,5.1177,-0.3737,0.0232,4.7253,-0.0504,0.0232,4.7468,-0.2674,0.0715,1,1,1,0
10.3627,4.9928,-0.1893,0.2923,5.252,-0.1141,0.0238,5.1186,-0.3736,0.0231,4.7263,-0.0504,0.0231,4.7615,-0.2676,0.0671,1,1,1,0
10.385,5.0033,-0.1886,0.2925,5.2526,-0.1141,0.0238,5.1195,-0.3736,0.0231,4.7273,-0.0504,0.023,4.7736,-0.2671,0.0615,1,1,1,0
10.4038,5.0136,-0.1881,0.2929,5.2533,-0.114,0.0237,5.1205,-0.3735,0.023,4.7282,-0.0504,0.0229,4.7839,-0.2651,0.055,1,1,1,0
10.4244,5.0239,-0.1879,0.2935,5.2541,-0.1141,0.0237,5.1214,-0.3735,0.023,4.7292,-0.0504,0.0229,4.7932,-0.2616,0.048,1,1,1,0
10.4425,5.0342,-0.188,0.2941,5.2549,-0.1141,0.0237,5.1223,-0.3736,0.0229,4.7302,-0.0504,0.0228,4.8023,-0.257,0.0408,1,1,1,0
10.4629,5.0444,-0.1883,0.2947,5.2557,-0.1142,0.0236,5.1232,-0.3736,0.0228,4.7312,-0.0505,0.0227,4.8114,-0.252,0.0333,1,1,1,0
10.4835,5.0547,-0.1888,0.295,5.2566,-0.1143,0.0236,5.1241,-0.3736,0.0227,4.7321,-0.0506,0.0226,4.8207,-0.2473,0.0256,1,1,1,0
10.5037,5.0649,-0.1896,0.2952,5.2575,-0.1144,0.0235,5.125,-0.3737,0.0227,4.7331,-0.0507,0.0225,4.8236,-0.2463,0.0233,1,1,1,1
10.5211,5.0749,-0.1904,0.2955,5.2583,-0.1145,0.0235,5.1259,-0.3738,0.0226,4.7341,-0.0508,0.0225,4.8245,-0.2463,0.0232,1,1,1,1
10.5439,5.0849,-0.1912,0.2959,5.2592,-0.1146,0.0235,5.1268,-0.3738,0.0225,4.735,-0.0508,0.0224,4.8254,-0.2463,0.0232,1,1,1,1
10.5636,5.0947,-0.1917,0.2959,5.26,-0.1147,0.0234,5.1277,-0.3738,0.0224,4.7441,-0.0449,0.0248,4.8263,-0.2463,0.0231,1,1,0,1
10.5828,5.1042,-0.192,0.2958,5.2608,-0.1147,0.0234,5.1333,-0.3776,0.0224,4.7636,-0.033,0.0332,4.8272,-0.2463,0.023,1,1,0,1
10.6032,5.1135,-0.1923,0.2952,5.2616,-0.1148,0.0233,5.1689,-0.3917,0.0226,4.7866,-0.0185,0.0463,4.828,-0.2463,0.023,1,1,0,1
10.6256,5.1227,-0.1928,0.2947,5.2624,-0.1149,0.0233,5.2355,-0.4083,0.0257,4.8113,-0.0067,0.0607,4.8289,-0.2464,0.0229,1,0,0,1
10.6447,5.132,-0.1935,0.2941,5.2632,-0.1149,0.0232,5.3164,-0.4158,0.0344,4.8383,0.0001,0.0728,4.8297,-0.2464,0.0229,1,0,0,1
10.664,5.1415,-0.1946,0.2935,5.2641,-0.1151,0.0232,5.3898,-0.4118,0.0452,4.8687,0.0028,0.0814,4.8306,-0.2465,0.0228,1,0,0,1
10.6827,5.1514,-0.1962,0.2927,5.265,-0.1152,0.0231,5.4476,-0.4029,0.0484,4.9028,0.0021,0.0881,4.8314,-0.2466,0.0227,1,0,0,1
10.7028,5.1617,-0.1984,0.2915,5.2659,-0.1154,0.023,5.491,-0.3944,0.0382,4.9379,-0.0022,0.0934,4.8324,-0.2468,0.0227,1,0,0,1
10.723,5.1723,-0.2009,0.2897,5.2668,-0.1156,0.023,5.517,-0.3896,0.0239,4.9693,-0.0089,0.0955,4.8333,-0.247,0.0226,1,1,0,1
10.7427,5.1827,-0.2033,0.2882,5.2677,-0.1158,0.0229,5.5182,-0.39,0.0238,4.9928,-0.0161,0.0908,4.8342,-0.2472,0.0225,1,1,0,1
10.7634,5.1926,-0.2049,0.2876,5.2686,-0.1159,0.0228,5.5183,-0.3901,0.0239,5.0106,-0.023,0.0826,4.8351,-0.2473,0.0224,1,1,0,1
10.7834,5.202,-0.2059,0.2876,5.2695,-0.1161,0.0227,5.5186,-0.3902,0.0239,5.0258,-0.0283,0.076,4.8359,-0.2473,0.0223,1,1,0,1
10.8025,5.2111,-0.2063,0.288,5.2704,-0.1162,0.0227,5.519,-0.3902,0.0239,5.0392,-0.0321,0.0713,4.8368,-0.2473,0.0223,1,1,0,1
10.8226,5.2202,-0.2064,0.2886,5.2713,-0.1162,0.0226,5.5195,-0.3902,0.0239,5.0516,-0.0355,0.0679,4.8376,-0.2473,0.0222,1,1,0,1
10.8424,5.2293,-0.2063,0.2892,5.2722,-0.1163,0.0225,5.5201,-0.3903,0.0238,5.0638,-0.0393,0.0645,4.8384,-0.2473,0.0221,1,1,0,1
10.8629,5.2386,-0.2061,0.29,5.2731,-0.1163,0.0224,5.5207,-0.3903,0.0238,5.076,-0.044,0.0599,4.8392,-0.2473,0.0221,1,1,0,1
10.8906,5.248,-0.2058,0.2906,5.2741,-0.1164,0.0223,5.5213,-0.3903,0.0238,5.0888,-0.0498,0.0531,4.84,-0.2473,0.022,1,1,0,1
10.9131,5.2577,-0.2056,0.2911,5.275,-0.1164,0.0223,5.522,-0.3903,0.0238,5.1022,-0.0567,0.0429,4.8409,-0.2472,0.0219,1,1,0,1
10.9302,5.2675,-0.2054,0.2913,5.276,-0.1165,0.0222,5.5227,-0.3904,0.0238,5.1161,-0.0649,0.0283,4.8417,-0.2472,0.0218,1,1,0,1
10.9499,5.2773,-0.2053,0.2913,5.277,-0.1165,0.0221,5.5234,-0.3905,0.0237,5.1195,-0.0667,0.0237,4.8426,-0.2472,0.0217,1,1,1,1
10.9698,5.2869,-0.2056,0.2916,5.278,-0.1167,0.022,5.5241,-0.3906,0.0237,5.1202,-0.0667,0.0236,4.8536,-0.2459,0.0218,1,1,1,1
10.9905,5.2965,-0.2064,0.2922,5.279,-0.1168,0.0219,5.5248,-0.3907,0.0237,5.1209,-0.0668,0.0236,4.8764,-0.246,0.0219,1,1,1,1
11.0089,5.3059,-0.2073,0.2929,5.2799,-0.1169,0.0218,5.5256,-0.3908,0.0236,5.1216,-0.0669,0.0236,4.9099,-0.2503,0.022,1,1,1,1
11.0271,5.3151,-0.2082,0.2932,5.2962,-0.1147,0.0219,5.5262,-0.3909,0.0236,5.1224,-0.0669,0.0235,4.951,-0.259,0.0259,1,1,1,0
11.0461,5.3242,-0.209,0.2931,5.3392,-0.1105,0.0221,5.5269,-0.3909,0.0236,5.1231,-0.067,0.0235,4.9982,-0.2711,0.0347,1,1,1,0
11.063,5.3334,-0.2097,0.2928,5.3952,-0.1066,0.026,5.5276,-0.391,0.0235,5.1239,-0.0671,0.0234,5.0397,-0.2814,0.0484,0,1,1,0
11.0824,5.3427,-0.2104,0.2926,5.4687,-0.1037,0.0319,5.5283,-0.391,0.0235,5.1246,-0.0671,0.0234,5.0705,-0.287,0.062,0,1,1,0
11.1023,5.3522,-0.2109,0.2925,5.5369,-0.1063,0.0404,5.529,-0.3911,0.0234,5.1254,-0.0672,0.0233,5.0925,-0.2886,0.071,0,1,1,0
11.1228,5.3619,-0.2112,0.2924,5.5905,-0.1143,0.0449,5.5298,-0.3911,0.0234,5.1263,-0.0672,0.0233,5.1101,-0.2883,0.0745,0,1,1,0
11.1441,5.3719,-0.2112,0.2921,5.63,-0.1249,0.0411,5.5306,-0.391,0.0233,5.1272,-0.0672,0.0232,5.1266,-0.2878,0.074,0,1,1,0
11.1628,5.3822,-0.2108,0.2916,5.6572,-0.1356,0.0283,5.5314,-0.391,0.0233,5.1281,-0.0672,0.0232,5.1433,-0.2876,0.0716,0,1,1,0
11.1806,5.3929,-0.2103,0.291,5.6642,-0.1381,0.0238,5.5323,-0.3909,0.0232,5.1291,-0.0672,0.0231,5.1593,-0.2876,0.0691,1,1,1,0
11.2026,5.4035,-0.2096,0.2909,5.6648,-0.138,0.0238,5.5332,-0.3908,0.0232,5.1301,-0.0672,0.023,5.1726,-0.288,0.0651,1,1,1,0
11.2236,5.4139,-0.2091,0.2913,5.6654,-0.1379,0.0238,5.5341,-0.3907,0.0231,5.1311,-0.0672,0.0229,5.1838,-0.2878,0.06,1,1,1,0
11.2447,5.4242,-0.2087,0.2919,5.6661,-0.1379,0.0237,5.535,-0.3907,0.0231,5.1321,-0.0672,0.0229,5.1937,-0.2865,0.0544,1,1,1,0
11.2614,5.4345,-0.2085,0.2927,5.6668,-0.1379,0.0237,5.536,-0.3907,0.023,5.1331,-0.0672,0.0228,5.2032,-0.2837,0.0483,1,1,1,0
11.2825,5.4447,-0.2086,0.2935,5.6676,-0.138,0.0237,5.5369,-0.3907,0.0229,5.134,-0.0673,0.0227,5.2127,-0.2798,0.042,1,1,1,0
11.3042,5.455,-0.2089,0.2942,5.6685,-0.1381,0.0236,5.5378,-0.3908,0.0229,5.135,-0.0673,0.0226,5.2223,-0.2752,0.0354,1,1,1,0
11.3238,5.4652,-0.2094,0.2948,5.6693,-0.1382,0.0236,5.5387,-0.3908,0.0228,5.136,-0.0674,0.0226,5.2321,-0.2707,0.0284,1,1,1,0
11.3429,5.4755,-0.2101,0.2951,5.6702,-0.1383,0.0236,5.5397,-0.3909,0.0227,5.137,-0.0675,0.0225,5.2388,-0.2681,0.0233,1,1,1,1
11.3642,5.4856,-0.2109,0.2954,5.6711,-0.1384,0.0235,5.5406,-0.3909,0.0226,5.1379,-0.0676,0.0224,5.2398,-0.2682,0.0233,1,1,1,1
11.3824,5.4957,-0.2116,0.2957,5.6719,-0.1385,0.0235,5.5415,-0.3909,0.0225,5.1389,-0.0677,0.0223,5.2407,-0.2682,0.0232,1,1,1,1
11.4039,5.5054,-0.2122,0.2958,5.6728,-0.1385,0.0234,5.5424,-0.391,0.0225,5.1479,-0.0622,0.0236,5.2416,-0.2682,0.0232,1,1,0,1
11.4237,5.5149,-0.2125,0.2956,5.6736,-0.1386,0.0234,5.5461,-0.3933,0.0224,5.1691,-0.0513,0.0304,5.2425,-0.2682,0.0231,1,1,0,1
11.4444,5.5242,-0.2127,0.2951,5.6744,-0.1387,0.0233,5.5789,-0.4074,0.0226,5.194,-0.0374,0.0425,5.2433,-0.2682,0.023,1,1,0,1
11.4614,5.5334,-0.2132,0.2945,5.6751,-0.1387,0.0233,5.6441,-0.426,0.0262,5.2199,-0.0256,0.057,5.2441,-0.2682,0.023,1,0,0,1
11.4844,5.5426,-0.2138,0.2939,5.6759,-0.1388,0.0232,5.724,-0.4358,0.0356,5.2472,-0.0189,0.0696,5.245,-0.2682,0.0229,1,0,0,1
11.5042,5.5521,-0.2148,0.2934,5.6768,-0.1389,0.0232,5.7969,-0.4335,0.0475,5.2774,-0.0163,0.0787,5.2458,-0.2683,0.0228,1,0,0,1
11.5243,5.5619,-0.2163,0.2927,5.6777,-0.139,0.0231,5.8547,-0.4252,0.0526,5.3113,-0.0168,0.0856,5.2467,-0.2684,0.0228,1,0,0,1
11.5457,5.5721,-0.2182,0.2917,5.6786,-0.1392,0.023,5.8986,-0.417,0.0447,5.3466,-0.0207,0.0915,5.2476,-0.2686,0.0227,1,0,0,1
11.5645,5.5826,-0.2205,0.2901,5.6795,-0.1394,0.023,5.9302,-0.4101,0.0245,5.3787,-0.0272,0.0948,5.2486,-0.2688,0.0226,1,0,0,1
11.5846,5.5931,-0.223,0.2883,5.6804,-0.1396,0.0229,5.9348,-0.4097,0.0239,5.4046,-0.034,0.0934,5.2495,-0.269,0.0225,1,1,0,1
11.6041,5.6031,-0.2249,0.2875,5.6812,-0.1397,0.0228,5.9349,-0.4098,0.0238,5.4235,-0.0405,0.0854,5.2504,-0.2691,0.0225,1,1,0,1
11.6245,5.6126,-0.2261,0.2873,5.6821,-0.1399,0.0227,5.9351,-0.4099,0.0239,5.4385,-0.0464,0.0776,5.2513,-0.2692,0.0224,1,1,0,1
11.6434,5.6218,-0.2267,0.2876,5.683,-0.14,0.0227,5.9355,-0.4099,0.0239,5.4515,-0.0509,0.0723,5.2521,-0.2692,0.0223,1,1,0,1
11.6638,5.6309,-0.2269,0.2882,5.6839,-0.1401,0.0226,5.9359,-0.4099,0.0239,5.4634,-0.0546,0.0685,5.2529,-0.2692,0.0222,1,1,0,1
11.6856,5.64,-0.2269,0.2889,5.6848,-0.1401,0.0225,5.9365,-0.41,0.0239,5.4749,-0.0584,0.0652,5.2537,-0.2692,0.0222,1,1,0,1
11.703,5.6492,-0.2268,0.2896,5.6858,-0.1402,0.0224,5.937,-0.41,0.0238,5.4866,-0.063,0.0611,5.2545,-0.2692,0.0221,1,1,0,1
11.7234,5.6587,-0.2266,0.2903,5.6867,-0.1402,0.0224,5.9377,-0.41,0.0238,5.4988,-0.0686,0.0551,5.2554,-0.2692,0.022,1,1,0,1
11.744,5.6683,-0.2264,0.2909,5.6876,-0.1403,0.0223,5.9383,-0.41,0.0238,5.5117,-0.0753,0.0462,5.2562,-0.2691,0.022,1,1,0,1
11.7639,5.6781,-0.2262,0.2912,5.6886,-0.1404,0.0222,5.939,-0.4101,0.0238,5.5254,-0.0832,0.0333,5.2571,-0.2691,0.0219,1,1,0,1
11.7828,5.688,-0.2261,0.2912,5.6896,-0.1404,0.0221,5.9397,-0.4102,0.0237,5.5331,-0.0879,0.0236,5.2579,-0.2691,0.0218,1,1,1,1
11.803,5.6977,-0.2263,0.2914,5.6906,-0.1405,0.022,5.9404,-0.4103,0.0237,5.5338,-0.0879,0.0236,5.2648,-0.268,0.0218,1,1,1,1
11.823,5.7074,-0.227,0.292,5.6916,-0.1406,0.022,5.9411,-0.4104,0.0237,5.5345,-0.0879,0.0236,5.2848,-0.2673,0.0218,1,1,1,1
11.8408,5.7169,-0.2279,0.2927,5.6925,-0.1407,0.0219,5.9419,-0.4105,0.0236,5.5352,-0.088,0.0236,5.3154,-0.2702,0.022,1,1,1,1
11.8612,5.7261,-0.2288,0.2931,5.7042,-0.1381,0.0219,5.9426,-0.4105,0.0236,5.536,-0.0881,0.0235,5.3565,-0.2783,0.0242,1,1,1,0
11.8827,5.7352,-0.2297,0.293,5.743,-0.1337,0.0221,5.9432,-0.4106,0.0236,5.5367,-0.0881,0.0235,5.4044,-0.2901,0.0312,1,1,1,0
11.9038,5.7444,-0.2305,0.2927,5.8007,-0.1288,0.0247,5.9439,-0.4107,0.0236,5.5374,-0.0882,0.0235,5.4476,-0.3004,0.0441,0,1,1,0
11.9243,5.7537,-0.2312,0.2925,5.8749,-0.1253,0.0301,5.9446,-0.4107,0.0235,5.5382,-0.0883,0.0234,5.4799,-0.3061,0.0579,0,1,1,0
11.9424,5.7631,-0.2319,0.2923,5.9438,-0.1273,0.0389,5.9453,-0.4108,0.0235,5.539,-0.0883,0.0234,5.5028,-0.3078,0.0675,0,1,1,0
11.9626,5.7727,-0.2322,0.2922,5.9981,-0.1348,0.0445,5.9461,-0.4108,0.0234,5.5398,-0.0884,0.0233,5.5207,-0.3077,0.0718,0,1,1,0
11.9817,5.7825,-0.2323,0.2921,6.0379,-0.1451,0.0423,5.9469,-0.4108,0.0234,5.5407,-0.0884,0.0233,5.5372,-0.3076,0.0719,0,1,1,0
12.0029,5.7927,-0.2321,0.2917,6.0655,-0.1557,0.0313,5.9477,-0.4107,0.0233,5.5416,-0.0884,0.0232,5.5537,-0.3079,0.0701,0,1,1,0
12.0229,5.8032,-0.2317,0.2912,6.0759,-0.1598,0.0238,5.9485,-0.4106,0.0233,5.5426,-0.0884,0.0231,5.5696,-0.3085,0.068,1,1,1,0
12.0444,5.8137,-0.2311,0.291,6.0764,-0.1597,0.0238,5.9494,-0.4106,0.0232,5.5436,-0.0885,0.0231,5.5831,-0.3097,0.0647,1,1,1,0
12.0632,5.824,-0.2307,0.2913,6.077,-0.1597,0.0238,5.9503,-0.4105,0.0232,5.5446,-0.0885,0.023,5.5944,-0.3103,0.0602,1,1,1,0
12.0828,5.8342,-0.2303,0.292,6.0777,-0.1596,0.0237,5.9512,-0.4105,0.0231,5.5456,-0.0885,0.0229,5.6043,-0.3098,0.055,1,1,1,0
12.1031,5.8444,-0.2302,0.2928,6.0784,-0.1597,0.0237,5.9521,-0.4105,0.023,5.5466,-0.0885,0.0228,5.614,-0.3079,0.0494,1,1,1,0
12.1274,5.8547,-0.2302,0.2936,6.0792,-0.1597,0.0237,5.953,-0.4105,0.023,5.5475,-0.0885,0.0228,5.6238,-0.3046,0.0437,1,1,1,0
