timestamp(s),base_x,base_y,base_z,FL_x,FL_y,FL_z,FR_x,FR_y,FR_z,RL_x,RL_y,RL_z,RR_x,RR_y,RR_z,FL_contact,FR_contact,RL_contact,RR_contact
0.0163,-0.0106,-0.0003,0.4178,0.1985,0.1684,0.1122,0.1238,-0.1708,0.1067,-0.2912,0.1563,0.1156,-0.3744,-0.1698,0.136,0,0,0,0
0.0639,-0.0153,-0.0003,0.4122,0.1294,0.1335,0.0721,0.1301,-0.1507,0.0849,-0.3253,0.1417,0.1042,-0.3509,-0.1462,0.0939,0,0,0,0
0.072,-0.0201,-0.0007,0.402,0.0613,0.098,0.0379,0.1457,-0.1372,0.0665,-0.3469,0.1349,0.095,-0.3418,-0.1116,0.0603,0,0,0,0
0.081,-0.0257,-0.0012,0.3866,0.0406,0.0859,0.0223,0.1814,-0.1413,0.0566,-0.3418,0.1433,0.085,-0.332,-0.0815,0.0394,1,0,0,0
0.0903,-0.0307,-0.0019,0.3698,0.039,0.086,0.0225,0.2146,-0.1475,0.0465,-0.3314,0.1508,0.0734,-0.3379,-0.0767,0.0224,1,0,0,1
0.1009,-0.0337,-0.0026,0.3556,0.0379,0.0861,0.0226,0.2187,-0.1487,0.0236,-0.3281,0.1426,0.0564,-0.3389,-0.0769,0.0225,1,1,0,1
0.1126,-0.0341,-0.003,0.3445,0.0373,0.0862,0.0227,0.2177,-0.1487,0.0236,-0.3453,0.1294,0.0256,-0.3394,-0.077,0.0226,1,1,0,1
0.1242,-0.0319,-0.0029,0.3369,0.0373,0.0863,0.0227,0.2172,-0.1486,0.0236,-0.3454,0.1293,0.0225,-0.3397,-0.0771,0.0226,1,1,1,1
0.1356,-0.027,-0.003,0.3326,0.0377,0.0863,0.0227,0.2173,-0.1486,0.0236,-0.3453,0.1293,0.0225,-0.3396,-0.0772,0.0226,1,1,1,1
0.1469,-0.0199,-0.0033,0.33,0.0383,0.0863,0.0226,0.2177,-0.1487,0.0236,-0.345,0.1293,0.0225,-0.3393,-0.0774,0.0225,1,1,1,1
0.1575,-0.0116,-0.0037,0.3281,0.0392,0.0862,0.0225,0.2182,-0.1487,0.0236,-0.3445,0.1293,0.0225,-0.3388,-0.0774,0.0225,1,1,1,1
0.1688,-0.0026,-0.004,0.3265,0.04,0.0862,0.0225,0.2187,-0.1488,0.0235,-0.3438,0.1292,0.0224,-0.3382,-0.0775,0.0225,1,1,1,1
0.1802,0.0066,-0.0044,0.3249,0.0409,0.0862,0.0224,0.2193,-0.1488,0.0235,-0.3432,0.1292,0.0224,-0.3375,-0.0776,0.0224,1,1,1,1
0.1905,0.0158,-0.0048,0.3232,0.0417,0.0861,0.0223,0.2199,-0.1488,0.0234,-0.3424,0.1292,0.0223,-0.3206,-0.0806,0.0233,1,1,1,0
0.2011,0.025,-0.0052,0.3215,0.0425,0.0861,0.0223,0.2205,-0.1489,0.0234,-0.3417,0.1292,0.0222,-0.2867,-0.0862,0.0273,1,1,1,0
0.2119,0.0343,-0.0054,0.3196,0.0478,0.0855,0.0222,0.221,-0.1489,0.0234,-0.3409,0.1292,0.0222,-0.2459,-0.0934,0.0388,1,1,1,0
0.2234,0.0436,-0.0054,0.3175,0.0786,0.084,0.0222,0.2216,-0.1489,0.0234,-0.34,0.1292,0.0221,-0.2083,-0.1023,0.057,1,1,1,0
0.2404,0.053,-0.0051,0.3151,0.121,0.0841,0.0273,0.2222,-0.1489,0.0233,-0.3392,0.1293,0.022,-0.1802,-0.1118,0.0748,0,1,1,0
0.2615,0.0627,-0.0044,0.3127,0.1961,0.0831,0.0294,0.2228,-0.1488,0.0233,-0.3383,0.1294,0.0219,-0.1624,-0.1167,0.0844,0,1,1,0
0.283,0.0728,-0.0033,0.3105,0.2664,0.0779,0.0269,0.2234,-0.1487,0.0232,-0.3373,0.1295,0.0219,-0.1502,-0.1145,0.0835,0,1,1,0
0.3039,0.0832,-0.0018,0.3082,0.2861,0.0746,0.0236,0.2242,-0.1485,0.0232,-0.3363,0.1296,0.0218,-0.1396,-0.1065,0.0733,1,1,1,0
0.324,0.0934,-0.0001,0.3061,0.2867,0.0747,0.0235,0.2249,-0.1484,0.0231,-0.3353,0.1297,0.0217,-0.1311,-0.097,0.0544,1,1,1,0
0.3405,0.1034,0.0013,0.3041,0.2874,0.0749,0.0235,0.2257,-0.1483,0.0231,-0.3343,0.1297,0.0216,-0.1238,-0.0874,0.0323,1,1,1,0
0.362,0.113,0.0023,0.3019,0.2882,0.0749,0.0235,0.2265,-0.1482,0.023,-0.3335,0.1298,0.0215,-0.1219,-0.0851,0.0233,1,1,1,1
0.3826,0.1221,0.0031,0.3002,0.2889,0.075,0.0234,0.2273,-0.1481,0.023,-0.3248,0.1302,0.0215,-0.1212,-0.0851,0.0232,1,1,1,1
0.404,0.1309,0.0039,0.2987,0.2895,0.075,0.0234,0.2342,-0.1538,0.0231,-0.2997,0.1332,0.0217,-0.1205,-0.085,0.0232,1,0,1,1
0.4243,0.1394,0.0045,0.2974,0.2902,0.0751,0.0234,0.2605,-0.1672,0.0269,-0.2597,0.1421,0.0235,-0.1198,-0.085,0.0232,1,0,0,1
0.4442,0.1479,0.0051,0.2961,0.2909,0.0751,0.0233,0.3044,-0.1834,0.0343,-0.2122,0.1538,0.0293,-0.1191,-0.0849,0.0231,1,0,0,1
0.4613,0.1566,0.0056,0.2949,0.2917,0.0751,0.0232,0.3575,-0.195,0.0445,-0.1672,0.1633,0.0397,-0.1184,-0.0849,0.0231,1,0,0,1
0.4829,0.1656,0.006,0.2938,0.2925,0.0751,0.0232,0.4105,-0.1977,0.0548,-0.1275,0.1696,0.0508,-0.1176,-0.0848,0.023,1,0,0,1
0.5088,0.1748,0.0063,0.2929,0.2934,0.0751,0.0231,0.4573,-0.1929,0.062,-0.0917,0.1738,0.0607,-0.1168,-0.0848,0.0229,1,0,0,1
0.533,0.1842,0.0063,0.2921,0.2943,0.075,0.0231,0.4961,-0.1847,0.0628,-0.0578,0.1764,0.0696,-0.116,-0.0848,0.0229,1,0,0,1
0.5509,0.1938,0.006,0.2913,0.2951,0.075,0.023,0.5279,-0.1762,0.056,-0.026,0.177,0.0777,-0.1152,-0.0848,0.0228,1,0,0,1
0.5697,0.2037,0.0056,0.2903,0.296,0.0749,0.023,0.5533,-0.1687,0.043,0.0015,0.1759,0.0839,-0.1143,-0.0849,0.0227,1,0,0,1
0.5814,0.2139,0.0048,0.2889,0.2969,0.0748,0.0229,0.5727,-0.1624,0.0253,0.0237,0.1737,0.0867,-0.1134,-0.0849,0.0227,1,0,0,1
0.6018,0.2242,0.0039,0.2875,0.2978,0.0748,0.0228,0.5757,-0.1619,0.0239,0.041,0.1713,0.0857,-0.1124,-0.085,0.0226,1,1,0,1
0.6241,0.2341,0.0034,0.2868,0.2987,0.0747,0.0227,0.5758,-0.162,0.0238,0.0539,0.1684,0.0796,-0.1115,-0.085,0.0225,1,1,0,1
0.6441,0.2438,0.0032,0.2866,0.2996,0.0747,0.0227,0.5761,-0.162,0.0239,0.0653,0.1652,0.073,-0.1107,-0.085,0.0224,1,1,0,1
0.6639,0.2532,0.0034,0.2867,0.3005,0.0746,0.0226,0.5764,-0.162,0.0239,0.077,0.1625,0.0677,-0.1098,-0.085,0.0224,1,1,0,1
0.6836,0.2626,0.0038,0.287,0.3014,0.0746,0.0225,0.5769,-0.162,0.0239,0.0893,0.1601,0.0633,-0.109,-0.0849,0.0223,1,1,0,1
0.7018,0.272,0.0044,0.2874,0.3023,0.0746,0.0224,0.5774,-0.162,0.0239,0.1022,0.1575,0.0586,-0.1081,-0.0849,0.0222,1,1,0,1
0.7243,0.2815,0.005,0.2877,0.3032,0.0746,0.0224,0.5779,-0.1619,0.0238,0.1156,0.1541,0.0526,-0.1072,-0.0848,0.0221,1,1,0,1
0.744,0.2912,0.0057,0.288,0.3041,0.0746,0.0223,0.5785,-0.162,0.0238,0.1294,0.1493,0.044,-0.1064,-0.0847,0.022,1,1,0,1
0.7624,0.3011,0.0063,0.2883,0.3051,0.0746,0.0222,0.5791,-0.162,0.0238,0.1436,0.1426,0.0316,-0.1055,-0.0846,0.022,1,1,0,1
0.7828,0.3112,0.0069,0.2882,0.3061,0.0746,0.0221,0.5798,-0.162,0.0238,0.1507,0.139,0.0237,-0.1046,-0.0846,0.0219,1,1,1,1
0.8035,0.3212,0.0072,0.2886,0.3071,0.0745,0.022,0.5805,-0.162,0.0237,0.1514,0.139,0.0236,-0.0977,-0.0814,0.0219,1,1,1,1
0.8243,0.3311,0.0071,0.2894,0.308,0.0744,0.0219,0.5812,-0.1621,0.0237,0.1522,0.139,0.0236,-0.0786,-0.0766,0.0219,1,1,1,1
0.8426,0.341,0.0066,0.2904,0.309,0.0743,0.0219,0.5819,-0.1621,0.0237,0.153,0.139,0.0236,-0.0494,-0.074,0.0221,1,1,1,1
0.8625,0.3506,0.0061,0.2911,0.3181,0.078,0.0218,0.5827,-0.1622,0.0236,0.1539,0.1389,0.0235,-0.0136,-0.0751,0.0255,1,1,1,0
0.882,0.36,0.0057,0.2912,0.3558,0.0861,0.0221,0.5833,-0.1622,0.0236,0.1547,0.1389,0.0235,0.0309,-0.08,0.0329,1,1,1,0
0.9029,0.3693,0.0053,0.291,0.4162,0.0978,0.0238,0.584,-0.1623,0.0236,0.1554,0.1389,0.0235,0.0723,-0.0845,0.0454,0,1,1,0
0.9238,0.3788,0.005,0.2909,0.4908,0.109,0.0291,0.5846,-0.1623,0.0236,0.1563,0.1389,0.0234,0.1044,-0.0862,0.0584,0,1,1,0
0.9427,0.3884,0.0048,0.2909,0.5589,0.1134,0.0378,0.5854,-0.1623,0.0235,0.1571,0.1388,0.0234,0.1281,-0.0854,0.0674,0,1,1,0
0.9641,0.3981,0.0048,0.2909,0.6125,0.1107,0.0436,0.5861,-0.1623,0.0235,0.158,0.1388,0.0233,0.1468,-0.0838,0.0714,0,1,1,0
0.9838,0.4079,0.0051,0.2909,0.6524,0.1034,0.0425,0.5869,-0.1623,0.0234,0.1589,0.1389,0.0233,0.1637,-0.0829,0.0716,0,1,1,0
1.0038,0.4181,0.0057,0.2907,0.6811,0.0944,0.0334,0.5877,-0.1622,0.0234,0.1598,0.1389,0.0232,0.1801,-0.0828,0.07,0,1,1,0
1.0225,0.4285,0.0065,0.2903,0.6966,0.0888,0.0238,0.5886,-0.1621,0.0233,0.1608,0.1389,0.0231,0.196,-0.0831,0.068,1,1,1,0
1.0425,0.4389,0.0075,0.2901,0.6971,0.0889,0.0238,0.5894,-0.162,0.0233,0.1618,0.139,0.0231,0.2099,-0.084,0.0654,1,1,1,0
1.0619,0.4492,0.0084,0.2904,0.6978,0.089,0.0238,0.5903,-0.1619,0.0232,0.1628,0.139,0.023,0.2212,-0.0844,0.0613,1,1,1,0
1.0835,0.4594,0.0092,0.291,0.6984,0.089,0.0238,0.5912,-0.1618,0.0232,0.1638,0.1391,0.0229,0.2312,-0.0836,0.0563,1,1,1,0
1.1023,0.4696,0.0099,0.2918,0.6992,0.089,0.0237,0.5921,-0.1618,0.0231,0.1648,0.1391,0.0228,0.2409,-0.0814,0.0508,1,1,1,0
1.1233,0.4798,0.0103,0.2927,0.7,0.089,0.0237,0.593,-0.1617,0.023,0.1658,0.1391,0.0227,0.2508,-0.0779,0.0452,1,1,1,0
1.1432,0.49,0.0105,0.2935,0.7008,0.089,0.0237,0.5939,-0.1617,0.023,0.1668,0.1391,0.0227,0.2609,-0.0733,0.0394,1,1,1,0
1.163,0.5003,0.0106,0.2942,0.7017,0.0889,0.0236,0.5949,-0.1617,0.0229,0.1678,0.1391,0.0226,0.2712,-0.0684,0.0333,1,1,1,0
1.1822,0.5105,0.0104,0.2947,0.7026,0.0889,0.0236,0.5958,-0.1617,0.0228,0.1687,0.1391,0.0225,0.2815,-0.0637,0.0269,1,1,1,0
1.203,0.5208,0.0101,0.295,0.7035,0.0888,0.0235,0.5967,-0.1618,0.0228,0.1697,0.139,0.0224,0.2867,-0.0617,0.0233,1,1,1,1
1.223,0.5309,0.0097,0.2953,0.7044,0.0887,0.0235,0.5976,-0.1618,0.0227,0.1707,0.139,0.0223,0.2876,-0.0617,0.0233,1,1,1,1
1.2442,0.5409,0.0094,0.2956,0.7052,0.0886,0.0234,0.5985,-0.1618,0.0226,0.1717,0.1389,0.0223,0.2886,-0.0617,0.0232,1,1,1,1
1.2638,0.5507,0.0092,0.2957,0.7061,0.0886,0.0234,0.5994,-0.1617,0.0225,0.1821,0.1443,0.0235,0.2894,-0.0617,0.0232,1,1,0,1
1.2819,0.5602,0.0093,0.2955,0.707,0.0885,0.0233,0.6039,-0.1646,0.0224,0.2048,0.1558,0.0302,0.2903,-0.0616,0.0231,1,1,0,1
1.3025,0.5694,0.0094,0.295,0.7077,0.0885,0.0233,0.6409,-0.179,0.0227,0.2314,0.1708,0.0424,0.2911,-0.0616,0.023,1,1,0,1
1.3234,0.5786,0.0094,0.2944,0.7085,0.0885,0.0232,0.7103,-0.196,0.0275,0.259,0.1835,0.0575,0.292,-0.0616,0.023,1,0,0,1
1.3433,0.5879,0.0091,0.2938,0.7094,0.0884,0.0232,0.7901,-0.2025,0.0388,0.2879,0.1915,0.0706,0.2928,-0.0615,0.0229,1,0,0,1
1.3626,0.5975,0.0085,0.2933,0.7102,0.0883,0.0231,0.8604,-0.1974,0.0512,0.3195,0.1957,0.0799,0.2937,-0.0616,0.0228,1,0,0,1
1.3824,0.6074,0.0074,0.2926,0.7112,0.0882,0.023,0.9154,-0.1875,0.0551,0.3546,0.1968,0.0872,0.2945,-0.0617,0.0228,1,0,0,1
1.4036,0.6177,0.0059,0.2916,0.7121,0.0881,0.023,0.957,-0.1783,0.0452,0.3905,0.1943,0.093,0.2955,-0.0618,0.0227,1,0,0,1
1.4237,0.6283,0.0039,0.29,0.713,0.0879,0.0229,0.9865,-0.1706,0.0236,0.4225,0.1891,0.0958,0.2964,-0.062,0.0226,1,1,0,1
1.4444,0.639,0.0019,0.2883,0.7139,0.0878,0.0228,0.9896,-0.1705,0.0239,0.4475,0.1832,0.0928,0.2974,-0.0621,0.0225,1,1,0,1
1.4646,0.6491,0.0006,0.2875,0.7148,0.0877,0.0227,0.9896,-0.1706,0.0239,0.4656,0.1771,0.0839,0.2983,-0.0622,0.0225,1,1,0,1
1.4843,0.6587,-0.0002,0.2874,0.7157,0.0876,0.0227,0.9898,-0.1706,0.0239,0.4805,0.1717,0.0759,0.2992,-0.0622,0.0224,1,1,0,1
1.5039,0.668,-0.0003,0.2876,0.7166,0.0875,0.0226,0.9902,-0.1706,0.0238,0.4936,0.1674,0.0701,0.3,-0.0622,0.0223,1,1,0,1
1.5221,0.6772,-0.0002,0.2881,0.7175,0.0875,0.0225,0.9907,-0.1706,0.0239,0.5058,0.1637,0.0657,0.3008,-0.0622,0.0222,1,1,0,1
1.5434,0.6864,0.0002,0.2887,0.7184,0.0874,0.0224,0.9912,-0.1706,0.0239,0.5176,0.1597,0.0615,0.3016,-0.0621,0.0222,1,1,0,1
1.565,0.6959,0.0007,0.2894,0.7194,0.0874,0.0224,0.9918,-0.1706,0.0238,0.5297,0.1548,0.0561,0.3025,-0.062,0.0221,1,1,0,1
1.5846,0.7055,0.0012,0.2899,0.7203,0.0874,0.0223,0.9924,-0.1707,0.0238,0.5423,0.1488,0.0484,0.3033,-0.062,0.022,1,1,0,1
1.6039,0.7153,0.0017,0.2904,0.7213,0.0874,0.0222,0.993,-0.1707,0.0238,0.5556,0.1415,0.0373,0.3042,-0.0619,0.0219,1,1,0,1
1.6227,0.7253,0.0022,0.2905,0.7223,0.0873,0.0221,0.9937,-0.1707,0.0238,0.5684,0.1339,0.0234,0.3051,-0.0619,0.0219,1,1,1,1
1.6432,0.7353,0.0025,0.2905,0.7233,0.0873,0.022,0.9944,-0.1708,0.0237,0.5689,0.1339,0.0237,0.3067,-0.0615,0.0218,1,1,1,1
1.6625,0.7451,0.0023,0.291,0.7243,0.0872,0.0219,0.9952,-0.1709,0.0237,0.5696,0.1339,0.0236,0.3228,-0.0593,0.0218,1,1,1,1
1.6812,0.7547,0.0017,0.2918,0.7253,0.0871,0.0219,0.9959,-0.171,0.0237,0.5704,0.1339,0.0236,0.3495,-0.0589,0.022,1,1,1,1
1.7029,0.7642,0.0011,0.2923,0.731,0.089,0.0218,0.9966,-0.171,0.0236,0.5711,0.1338,0.0235,0.3886,-0.0627,0.0229,1,1,1,0
1.723,0.7734,0.0005,0.2923,0.7622,0.0932,0.022,0.9972,-0.1711,0.0236,0.5719,0.1338,0.0235,0.4366,-0.0709,0.0278,1,1,1,0
1.7407,0.7825,-0.0,0.292,0.8194,0.1005,0.0224,0.9979,-0.1711,0.0236,0.5726,0.1337,0.0235,0.4815,-0.0787,0.0396,1,1,1,0
1.7621,0.7918,-0.0005,0.2917,0.8928,0.1076,0.026,0.9985,-0.1712,0.0235,0.5734,0.1337,0.0234,0.5156,-0.0828,0.0535,0,1,1,0
1.7831,0.8012,-0.001,0.2915,0.9642,0.1097,0.0342,0.9992,-0.1712,0.0235,0.5742,0.1336,0.0234,0.5394,-0.0835,0.0641,0,1,1,0
1.8039,0.8107,-0.0011,0.2914,1.0218,0.1056,0.0412,1.0,-0.1712,0.0234,0.575,0.1336,0.0233,0.5575,-0.0826,0.0695,0,1,1,0
1.8239,0.8203,-0.0011,0.2913,1.0645,0.0977,0.042,1.0007,-0.1712,0.0234,0.5759,0.1336,0.0233,0.5736,-0.082,0.0707,0,1,1,0
1.8441,0.8303,-0.0007,0.2911,1.0945,0.0886,0.0346,1.0015,-0.1711,0.0234,0.5768,0.1336,0.0232,0.5896,-0.0821,0.0696,0,1,1,0
1.8611,0.8406,-0.0001,0.2906,1.1123,0.0819,0.0238,1.0023,-0.171,0.0233,0.5777,0.1336,0.0231,0.6054,-0.0828,0.068,1,1,1,0
1.8833,0.8509,0.0007,0.2903,1.1128,0.082,0.0238,1.0032,-0.1709,0.0233,0.5787,0.1337,0.0231,0.6196,-0.084,0.0659,1,1,1,0
1.9034,0.8612,0.0015,0.2906,1.1133,0.0821,0.0238,1.004,-0.1708,0.0232,0.5797,0.1337,0.023,0.6312,-0.0852,0.0623,1,1,1,0
1.9274,0.8713,0.0022,0.2911,1.114,0.0821,0.0237,1.0049,-0.1708,0.0232,0.5807,0.1337,0.0229,0.6415,-0.0855,0.0579,1,1,1,0
1.9474,0.8814,0.0028,0.2919,1.1147,0.0822,0.0237,1.0058,-0.1707,0.0231,0.5817,0.1337,0.0228,0.6515,-0.0848,0.0532,1,1,1,0
1.965,0.8915,0.0031,0.2927,1.1155,0.0822,0.0237,1.0068,-0.1707,0.0231,0.5827,0.1337,0.0228,0.6617,-0.0827,0.0482,1,1,1,0
1.983,0.9016,0.0033,0.2936,1.1163,0.0821,0.0237,1.0077,-0.1707,0.023,0.5836,0.1337,0.0227,0.6722,-0.0796,0.0431,1,1,1,0
2.0058,0.9118,0.0033,0.2943,1.1172,0.0821,0.0236,1.0086,-0.1707,0.0229,0.5846,0.1337,0.0226,0.683,-0.0758,0.0376,1,1,1,0
2.026,0.922,0.0032,0.2949,1.118,0.082,0.0236,1.0095,-0.1707,0.0229,0.5856,0.1336,0.0225,0.6938,-0.0718,0.0317,1,1,1,0
2.0436,0.9323,0.0028,0.2954,1.1189,0.0819,0.0235,1.0104,-0.1707,0.0228,0.5866,0.1336,0.0225,0.7044,-0.0681,0.0253,1,1,1,0
2.0641,0.9425,0.0024,0.2956,1.1198,0.0818,0.0235,1.0113,-0.1708,0.0227,0.5876,0.1335,0.0224,0.7075,-0.0673,0.0233,1,1,1,1
2.088,0.9527,0.0019,0.2959,1.1207,0.0817,0.0234,1.0122,-0.1708,0.0226,0.5886,0.1335,0.0223,0.7084,-0.0673,0.0233,1,1,1,1
2.1104,0.9626,0.0015,0.2961,1.1215,0.0817,0.0234,1.0132,-0.1708,0.0226,0.5895,0.1334,0.0222,0.7093,-0.0673,0.0232,1,1,1,1
2.1254,0.9723,0.0014,0.2961,1.1224,0.0816,0.0233,1.014,-0.1707,0.0225,0.604,0.139,0.0261,0.7102,-0.0673,0.0232,1,1,0,1
2.1429,0.9817,0.0014,0.2959,1.1232,0.0816,0.0233,1.0257,-0.1783,0.0225,0.6285,0.1518,0.0352,0.7111,-0.0673,0.0231,1,1,0,1
2.1644,0.9908,0.0013,0.2953,1.124,0.0816,0.0232,1.0777,-0.1974,0.0235,0.6558,0.1668,0.0494,0.7119,-0.0673,0.023,1,0,0,1
2.1849,1.0,0.001,0.2947,1.1248,0.0815,0.0232,1.1575,-0.2127,0.0306,0.6842,0.1783,0.0643,0.7127,-0.0673,0.023,1,0,0,1
2.202,1.0095,0.0004,0.294,1.1256,0.0815,0.0231,1.2368,-0.2146,0.0436,0.7148,0.1854,0.0759,0.7136,-0.0673,0.0229,1,0,0,1
2.2224,1.0192,-0.0006,0.2934,1.1265,0.0813,0.0231,1.3018,-0.2069,0.0536,0.7492,0.189,0.084,0.7145,-0.0673,0.0229,1,0,0,1
2.2429,1.0293,-0.002,0.2925,1.1274,0.0812,0.023,1.3515,-0.1972,0.0513,0.7866,0.1889,0.0906,0.7154,-0.0675,0.0228,1,0,0,1
2.263,1.0398,-0.004,0.2911,1.1283,0.081,0.0229,1.3883,-0.1884,0.0351,0.8226,0.1851,0.0953,0.7163,-0.0676,0.0227,1,0,0,1
2.285,1.0506,-0.0062,0.2892,1.1292,0.0809,0.0228,1.4036,-0.1857,0.024,0.8527,0.1795,0.0957,0.7173,-0.0678,0.0226,1,1,0,1
2.3052,1.0609,-0.008,0.288,1.1301,0.0807,0.0228,1.4036,-0.1857,0.0238,0.8745,0.1735,0.0888,0.7182,-0.0679,0.0225,1,1,0,1
2.3256,1.0707,-0.0091,0.2876,1.131,0.0806,0.0227,1.4037,-0.1858,0.0238,0.8913,0.1678,0.0802,0.7191,-0.068,0.0225,1,1,0,1
2.3463,1.0801,-0.0097,0.2877,1.132,0.0805,0.0226,1.404,-0.1859,0.0239,0.9056,0.1634,0.0734,0.7199,-0.068,0.0224,1,1,0,1
2.3646,1.0894,-0.0097,0.2881,1.1329,0.0805,0.0225,1.4045,-0.1859,0.0239,0.9186,0.1599,0.0686,0.7208,-0.068,0.0223,1,1,0,1
2.3843,1.0986,-0.0095,0.2886,1.1338,0.0804,0.0225,1.405,-0.1859,0.0239,0.931,0.1564,0.0645,0.7216,-0.068,0.0222,1,1,0,1
2.4038,1.1079,-0.0091,0.2892,1.1347,0.0804,0.0224,1.4055,-0.1859,0.0238,0.9431,0.1521,0.0597,0.7224,-0.0679,0.0222,1,1,0,1
2.4217,1.1174,-0.0087,0.2898,1.1357,0.0804,0.0223,1.4061,-0.1859,0.0238,0.9556,0.1467,0.0533,0.7233,-0.0678,0.0221,1,1,0,1
2.444,1.1272,-0.0082,0.2903,1.1366,0.0803,0.0222,1.4067,-0.1859,0.0238,0.9687,0.14,0.0439,0.7241,-0.0678,0.022,1,1,0,1
2.4643,1.1371,-0.0078,0.2906,1.1377,0.0803,0.0221,1.4074,-0.186,0.0238,0.9826,0.1318,0.0306,0.725,-0.0677,0.0219,1,1,0,1
2.4822,1.1472,-0.0075,0.2906,1.1387,0.0803,0.0221,1.4081,-0.186,0.0238,0.9882,0.1288,0.0237,0.7259,-0.0677,0.0219,1,1,1,1
2.5033,1.1571,-0.0075,0.2909,1.1397,0.0802,0.022,1.4088,-0.1861,0.0237,0.9889,0.1288,0.0236,0.7342,-0.0655,0.0218,1,1,1,1
2.5223,1.1669,-0.008,0.2915,1.1407,0.0801,0.0219,1.4095,-0.1862,0.0237,0.9896,0.1287,0.0236,0.7553,-0.0633,0.0219,1,1,1,1
2.5439,1.1765,-0.0087,0.2921,1.1416,0.08,0.0218,1.4103,-0.1862,0.0237,0.9903,0.1287,0.0236,0.7884,-0.0646,0.0221,1,1,1,1
2.5639,1.1858,-0.0093,0.2922,1.1592,0.0823,0.0219,1.4109,-0.1863,0.0236,0.9911,0.1286,0.0235,0.8268,-0.0701,0.0263,1,1,1,0
2.5822,1.195,-0.0099,0.292,1.2023,0.0871,0.0221,1.4115,-0.1863,0.0236,0.9918,0.1286,0.0235,0.8714,-0.079,0.0348,1,1,1,0
2.6013,1.2042,-0.0105,0.2917,1.2628,0.0929,0.0247,1.4122,-0.1864,0.0236,0.9926,0.1285,0.0235,0.911,-0.0867,0.0476,0,1,1,0
2.6231,1.2135,-0.011,0.2914,1.3376,0.0973,0.0302,1.4129,-0.1864,0.0235,0.9933,0.1285,0.0234,0.9408,-0.0909,0.06,0,1,1,0
2.6449,1.223,-0.0114,0.2912,1.4056,0.0957,0.0386,1.4136,-0.1865,0.0235,0.9942,0.1285,0.0234,0.9625,-0.0919,0.0683,0,1,1,0
2.6647,1.2326,-0.0116,0.291,1.4585,0.0888,0.0434,1.4144,-0.1865,0.0234,0.995,0.1284,0.0233,0.9802,-0.0915,0.0717,0,1,1,0
2.682,1.2424,-0.0114,0.2908,1.497,0.0792,0.0406,1.4151,-0.1864,0.0234,0.9959,0.1284,0.0233,0.9966,-0.0912,0.0715,0,1,1,0
2.7043,1.2526,-0.011,0.2904,1.5235,0.0695,0.0293,1.4159,-0.1864,0.0233,0.9968,0.1284,0.0232,1.0129,-0.0913,0.0696,0,1,1,0
2.7225,1.263,-0.0104,0.2899,1.5321,0.0666,0.0238,1.4168,-0.1863,0.0233,0.9978,0.1285,0.0231,1.0287,-0.0917,0.0676,1,1,1,0
2.7436,1.2734,-0.0096,0.2898,1.5326,0.0667,0.0238,1.4176,-0.1862,0.0232,0.9987,0.1285,0.0231,1.0419,-0.0926,0.0643,1,1,1,0
2.7636,1.2836,-0.0089,0.2901,1.5333,0.0667,0.0238,1.4185,-0.1861,0.0232,0.9997,0.1285,0.023,1.0531,-0.0931,0.06,1,1,1,0
2.7829,1.2938,-0.0083,0.2908,1.534,0.0667,0.0237,1.4194,-0.1861,0.0231,1.0007,0.1285,0.0229,1.0631,-0.0925,0.055,1,1,1,0
2.8029,1.3039,-0.008,0.2916,1.5347,0.0667,0.0237,1.4204,-0.186,0.0231,1.0017,0.1285,0.0228,1.0728,-0.0906,0.0496,1,1,1,0
2.8238,1.314,-0.0078,0.2925,1.5355,0.0667,0.0237,1.4213,-0.186,0.023,1.0027,0.1285,0.0227,1.0826,-0.0875,0.044,1,1,1,0
2.8413,1.3242,-0.0079,0.2933,1.5364,0.0666,0.0236,1.4222,-0.186,0.0229,1.0037,0.1285,0.0227,1.0928,-0.0835,0.0382,1,1,1,0
2.8644,1.3344,-0.0081,0.294,1.5372,0.0666,0.0236,1.4231,-0.1861,0.0229,1.0047,0.1284,0.0226,1.103,-0.0792,0.0321,1,1,1,0
2.8843,1.3447,-0.0085,0.2945,1.5381,0.0665,0.0236,1.424,-0.1861,0.0228,1.0056,0.1283,0.0225,1.1133,-0.0753,0.0256,1,1,1,0
2.9041,1.3549,-0.0091,0.2949,1.539,0.0664,0.0235,1.4249,-0.1861,0.0227,1.0066,0.1283,0.0224,1.1165,-0.0744,0.0233,1,1,1,1
2.9241,1.365,-0.0098,0.2953,1.5399,0.0663,0.0235,1.4258,-0.1862,0.0227,1.0076,0.1282,0.0223,1.1174,-0.0744,0.0232,1,1,1,1
2.9442,1.3749,-0.0103,0.2956,1.5407,0.0662,0.0234,1.4267,-0.1862,0.0226,1.0085,0.1281,0.0223,1.1184,-0.0744,0.0232,1,1,1,1
2.9672,1.3846,-0.0106,0.2957,1.5416,0.0661,0.0234,1.4276,-0.1862,0.0225,1.0207,0.1334,0.0248,1.1193,-0.0744,0.0231,1,1,0,1
2.9883,1.3941,-0.0107,0.2956,1.5424,0.0661,0.0233,1.4347,-0.1909,0.0224,1.044,0.145,0.0327,1.1201,-0.0744,0.0231,1,1,0,1
